track_id,track_name,album_id,primary_genre,duration_ms,explicit,key_signature,time_signature,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
2xbh5NWAm6zjfeZg3yrwbO,Paradise,28223,industrial,215253,False,B Minor,4,0.713,0.703,11,-9.452,0,0.0501,0.493,0.555,0.134,0.203,120.01
6e9XxzJeFkGnJyIU1mwW71,The Day That Heaven Had Gone Away,15482,groove,372633,False,D Major,3,0.3,0.512,2,-6.271,1,0.0278,0.368,0.00108,0.105,0.224,155.728
6MNY72T605kPIOH3hnioxu,Ref:rain,28576,j-rock,289986,False,G Major,4,0.472,0.672,7,-4.297,1,0.0287,0.0343,0.0,0.0936,0.313,77.982
0wuFmpRrUeadc71MuEYPgl,Igual Que una Sombra,14186,tango,164906,False,G Major,4,0.606,0.213,7,-11.128,1,0.0445,0.76,0.0144,0.0962,0.541,125.749
3UqVIJeExhrTP6al1RpHii,Let You Down (feat. Magsy),21344,dub,144055,False,A#/Bb Major,3,0.733,0.66,10,-6.446,1,0.0325,0.0765,8.55e-06,0.124,0.708,130.033
1RNtN6KGi2gz6fL3cS3fMU,Wind the Bobbin Up,38548,kids,152493,False,B Major,4,0.865,0.409,11,-12.19,1,0.0368,0.182,0.0,0.277,0.803,119.888
4oNRFSh6onQ5rrHSydWcDr,Whoa!,30522,hardcore,238840,True,G Major,4,0.737,0.705,7,-6.231,1,0.24,0.0579,0.0,0.321,0.557,86.401
6RHGYYDNeSblumjzhxKCrL,Mithye Kotha,24372,indie-pop,269343,False,G#/Ab Major,4,0.593,0.772,8,-6.336,1,0.0458,0.0274,0.000537,0.146,0.518,141.316
4DNBm8arpcX9ryR99JYE4y,She Ain’t Mine No More,32183,country,217227,False,F#/Gb Major,4,0.606,0.795,6,-5.03,1,0.0284,0.0411,0.0,0.0892,0.599,109.069
0K3KjgJDXtvHlinGcLBTvM,La Murga de los Renegados,24486,punk-rock,287800,False,A Major,4,0.539,0.85,9,-6.315,1,0.0326,0.0637,0.00021,0.151,0.517,123.107
66MxvS8yoayHZj2Lw0codN,Strasznie już być tym królem chcę,20334,disney,202986,False,C#/Db Major,4,0.471,0.778,1,-6.309,1,0.34,0.186,0.0,0.364,0.683,197.599
6vb9UfLGqYI3Ta3QZOrsrA,John,26960,party,241600,False,C Major,4,0.756,0.521,0,-7.301,1,0.031,0.27,4.15e-05,0.0655,0.8,105.03
02WpCYOVHVRDPhbkiswGmQ,Alphabet - Classic Abc Song,39331,children,43676,False,C Major,4,0.964,0.169,0,-20.19,1,0.17,0.776,0.0604,0.0783,0.798,110.109
53oMTo3YvCRB4mDmqCck2p,A Lifetime to Regret,15444,honky-tonk,164000,False,F Major,4,0.462,0.366,5,-10.908,1,0.0271,0.866,0.00982,0.115,0.669,108.042
54dBIT0ZVJr0IsJvuRbatY,Motorcycle Man,24744,comedy,171038,False,C Major,4,0.606,0.664,0,-8.122,1,0.0815,0.398,0.0,0.177,0.164,87.496
1KfclPhKuX3iFTUHfeE8kX,Tum Hi Aana (Sad Version),23415,k-pop,83169,False,E Minor,4,0.501,0.168,4,-9.675,0,0.0313,0.944,0.0,0.118,0.131,79.968
2ZA2yceGe6jaUSuiRwmiER,Yo No Me Sentaria En Tu Mesa - Versión Remasterizada (Live),16856,ska,226253,False,C Major,4,0.402,0.955,0,-4.858,1,0.26,0.126,0.0,0.617,0.59,146.007
1gFNm7cXfG1vSMcxPpSxec,"Ob-La-Di, Ob-La-Da - Remastered 2009",36881,psych-rock,188960,False,A#/Bb Major,4,0.818,0.728,10,-8.331,1,0.0314,0.232,0.0642,0.251,0.975,113.059
45LAadCsBXb7AMEFPajwC9,Pra Gente Se Encontrar de Novo / É Você / Primeiro Amor / Tempo de Aprender,28062,samba,368822,False,D Major,4,0.63,0.603,2,-7.391,1,0.0468,0.791,0.0,0.343,0.879,89.725
7lgkO0trbpO3S6Uy1qQ10u,Florence and Molokov,7367,show-tunes,36386,False,C#/Db Minor,4,0.689,0.277,1,-12.386,0,0.389,0.839,0.0,0.174,0.772,155.183
2hzGTFSVODjd05jsMABQwc,The Glamorous Life (Re-Recorded),14023,disco,219261,False,C#/Db Major,3,0.401,0.769,1,-7.818,1,0.0556,4.48e-05,6.48e-05,0.216,0.737,55.45
1BcZlXrsDLXnUUNxbDRBtJ,Wish I Had My Time Again,41781,bluegrass,152200,False,A Major,4,0.522,0.685,9,-6.041,1,0.032,0.84,0.912,0.22,0.966,140.201
6b42V0AvjyRhGXsCod2nQe,For The Good Times,30622,honky-tonk,228533,False,D#/Eb Major,4,0.323,0.339,3,-11.011,1,0.0304,0.84,0.000123,0.326,0.469,82.635
2T042GvN2IhLJ8CsDqWE4P,Ride,13700,french,238534,True,A#/Bb Minor,4,0.865,0.539,10,-7.904,0,0.325,0.276,0.0,0.0911,0.643,130.027
7iOm7tuQZeqXqzBZJ14CSM,Where Are You Now,34650,hard-rock,233853,False,F#/Gb Minor,4,0.474,0.508,6,-6.845,0,0.0235,0.316,0.0,0.166,0.358,77.31
5zIgxHl35DFqbWvUgr70tn,My Heart Has Teeth (feat. Skylar Grey),31080,electronic,289653,False,C#/Db Major,4,0.758,0.352,1,-14.351,1,0.0521,0.00727,0.267,0.0733,0.107,99.987
6O2UoM5MbPtiXd44UgZKfo,Future Kids (148 Bpm),6255,trance,442454,False,G Major,4,0.574,0.909,7,-9.265,1,0.0365,2.14e-05,0.784,0.445,0.573,148.017
018tZLkNtsKAFDi2sqr2eX,El Cazador Y La Serpiente,7610,spanish,272586,False,D Major,4,0.67,0.353,2,-14.106,1,0.0354,0.725,0.00514,0.139,0.204,121.937
2ruTxR4VC6lyuRUuhtQoFA,Gold Dust (feat. Ms Dynamite) - Shy FX Exclusive Re-Edit,25934,drum-and-bass,207453,False,C Major,4,0.622,0.912,0,-3.602,1,0.0738,0.00671,0.000306,0.0605,0.57,176.935
1PcN0gHacCg5uuvQC7lZva,Te Esquecer Te Amando - Ao Vivo,19407,pagode,204200,False,D Major,4,0.587,0.799,2,-5.795,1,0.0388,0.388,0.0,0.885,0.803,144.323
3r48P6vC6SJxSdD3IprD0z,"Serenade in G Major, K. 525 ""Eine kleine Nachtmusik"": 2a. Romance (Andante) - Pt. 1",24802,classical,86880,False,C Major,4,0.259,0.109,0,-16.585,1,0.0383,0.867,0.816,0.443,0.251,67.144
6mUnTLd4eImZNsS8p9Rnt0,Deja,2676,salsa,302000,False,A Major,4,0.76,0.672,9,-12.2,1,0.0437,0.466,1.23e-05,0.0989,0.86,100.01
7lVctbIJnBdZXeoueoToBV,In The Corner Of Time,19758,iranian,232000,False,F#/Gb Minor,4,0.334,0.815,6,-12.276,0,0.209,0.00168,0.838,0.262,0.357,158.647
7nT9lGk3bf5rvnVbzPIE3N,Love & Reggae,17366,dancehall,213691,False,A Minor,4,0.743,0.576,9,-6.244,0,0.163,0.0136,0.0,0.0613,0.628,77.958
5doN1AbRIHIgpGMtRAjqRn,"Mera Dil Bhi Kitna Pagal Hai (From ""Saajan"")",5810,pop-film,324893,False,G#/Ab Major,4,0.474,0.498,8,-10.146,1,0.0302,0.725,0.0,0.0852,0.759,100.93
2MwJYrmAqLPOxd3pSLNdYb,Redoma,26778,dub,156733,False,C Major,4,0.779,0.918,0,-6.912,1,0.268,0.126,4.61e-05,0.701,0.391,100.041
19guFw87TvSkoxnC9EBu2Y,Колхозник,44615,electronic,158823,True,G Major,4,0.859,0.707,7,-4.363,1,0.106,0.262,0.0445,0.11,0.572,101.992
5KbDdGftglbDkFR0bX7qMJ,Falling,21489,drum-and-bass,356836,False,B Minor,4,0.511,0.835,11,-5.645,0,0.0393,0.00126,0.222,0.112,0.113,174.989
3jVQvvPLV18ZmIr3HfOV3j,Bruised,12634,piano,242760,False,D#/Eb Major,4,0.531,0.94,3,-4.594,1,0.0485,0.0042,0.0,0.136,0.39,135.82
15Ii7uBNwsXEGza3umIZBH,Seja Como For,4481,mpb,219320,False,C Major,4,0.574,0.554,0,-6.928,1,0.0272,0.168,0.0,0.143,0.685,120.011
67ymMIeLBiRIzWCjIF4SuY,Virus,34524,dub,220226,False,C Major,4,0.552,0.809,0,-5.618,1,0.0311,1.73e-05,0.00203,0.233,0.42,90.039
1L4ogWrxaJtEiZhH2OR2ld,Class Reunion,6374,comedy,91346,True,A#/Bb Minor,3,0.56,0.768,10,-9.385,0,0.932,0.8,0.0,0.647,0.564,149.051
0ARyrJy1XpPcff4PxreC3W,Older Parents,21745,comedy,108480,True,C Major,3,0.688,0.49,0,-11.358,1,0.945,0.87,0.0,0.88,0.724,101.639
077QV0UtmRfVEw6kFvminm,(Everything I Do) I Do It For You,1008,rock,394133,False,C#/Db Major,4,0.526,0.365,1,-12.605,1,0.028,0.0775,1.37e-05,0.0618,0.254,131.251
0KmeVVL1SHlPIiHWtOD34X,Me Vuelvo Loco,23645,spanish,200980,False,C#/Db Major,4,0.696,0.859,1,-2.999,1,0.0408,0.159,0.0,0.0583,0.654,92.048
6s4E1Wsbq5X9eHWprIQXIB,Sanctuary,26236,hard-rock,227546,False,C Major,4,0.53,0.718,0,-6.481,1,0.0363,0.00474,0.0,0.0758,0.354,76.996
5NIghjUqcZEDKbjLtlFEnS,Fenceposts,11307,country,177040,False,G Major,4,0.455,0.628,7,-6.253,1,0.0272,0.31,1.85e-06,0.223,0.402,160.0
5XidOoqasC3sPl0XvaAB1t,WEAK WORLD,31044,death-metal,187966,True,F#/Gb Minor,4,0.272,0.923,6,-4.468,0,0.0919,6.31e-05,0.00708,0.33,0.184,90.029
2qnPHH7uVDyBCRFJJ0tvfh,Overpass Graffiti,15963,pop,236906,False,A Minor,4,0.52,0.849,9,-3.794,0,0.186,0.00253,0.0,0.119,0.774,175.908
3YdKJzcoMZMacISlpY4QoP,I Only Have Eyes for You,13598,blues,202773,False,F Major,3,0.552,0.313,5,-12.41,1,0.0296,0.916,0.0017,0.12,0.303,88.554
1g4C1BrGd4O1Dt5y0xue96,Renaissance (Edit),33054,drum-and-bass,209549,False,C#/Db Major,4,0.458,0.981,1,-1.65,1,0.0518,0.0573,0.0363,0.172,0.143,173.882
3fZbfZCGmCcVVRLvNmKvMz,Spitfire - Nightbreed Mix,34855,breakbeat,368760,False,D Major,4,0.401,0.987,2,-3.567,1,0.342,0.000675,0.573,0.266,0.146,178.075
7GjQssVu8uKn4WGTIgTOIA,Hot in It,17119,trance,129817,False,G Major,4,0.748,0.841,7,-5.08,1,0.177,0.00445,1.33e-06,0.0413,0.717,123.045
3gCUObQrCFxUGAgEOHfDLl,London Bridge,34555,new-age,181169,False,C Major,4,0.379,0.0616,0,-21.127,1,0.0409,0.983,0.92,0.0852,0.137,115.953
1sBGKVkGtoyxjtVKp5Vz2K,Bergagasten,25609,black-metal,310213,False,C Minor,4,0.565,0.852,0,-3.869,0,0.034,0.00129,0.00114,0.0962,0.51,124.96
5ThCWFneoZXADjd75cr21w,Mere Rashke Qamar (Remix),4082,folk,216111,False,E Minor,4,0.687,0.83,4,-4.261,0,0.0353,0.186,7.54e-05,0.305,0.566,108.041
6AFTUVBIb96PVzaGzyQfvQ,Denk stets an mich (Wiedervereinigung),7858,disney,73653,False,C#/Db Major,4,0.532,0.0704,1,-16.727,1,0.0777,0.937,0.0,0.108,0.192,148.692
041cnMmgqUk1HqJFtfs0eP,Slowdown,12452,garage,100762,False,F#/Gb Major,3,0.68,0.259,6,-13.947,1,0.045,0.495,0.753,0.337,0.162,95.964
0HeGFS3GMuBufoeLr5C9Hz,1990,19663,dancehall,294468,False,F#/Gb Minor,4,0.683,0.87,6,-5.666,0,0.109,0.0862,0.0,0.55,0.636,90.004
3EtIraJEHVSbBvLw5msioH,Northern Sky,6241,british,224013,False,F Minor,4,0.53,0.264,5,-18.16,0,0.038,0.552,0.694,0.133,0.489,90.048
3Zl6yu9K8qTTXuDk033KtP,Looking For Love,3334,german,159255,False,C#/Db Minor,4,0.787,0.701,1,-7.073,0,0.0448,0.251,9.02e-05,0.114,0.545,112.048
4shCkhqrtAMSqVGaQQkQqJ,"Roméo et Juliette, CG 9 / Act 1: Ah, je veux vivre",15298,opera,235466,False,F Major,4,0.302,0.125,5,-19.651,1,0.0658,0.962,0.00903,0.102,0.169,71.064
5nEsMp7ZRRediTLySjoTnM,Pasodobles,655,salsa,349857,False,D Major,4,0.898,0.524,2,-6.794,1,0.065,0.054,9.11e-05,0.155,0.794,126.002
0PcbVYxqG9Gx5vkEomupjJ,Band Theke,4477,hip-hop,187835,False,G Minor,4,0.79,0.672,7,-4.955,0,0.0654,0.1,0.0,0.215,0.49,95.827
1viX5zE30hdynvdTI9pP3A,Rainbow Shiner,18857,power-pop,215373,False,E Major,4,0.591,0.723,4,-4.591,1,0.0258,0.034,0.000111,0.278,0.642,94.977
2Cad8GiMP2uyIPKj7NcYpI,"Jesus, The Very Thought of Thee",17383,new-age,155360,False,G Major,4,0.246,0.00918,7,-26.404,1,0.0391,0.979,0.954,0.128,0.271,84.579
0KughDVSVhz3PzMaa24lpw,Starfire - Remastered,40757,british,353933,False,G Major,4,0.416,0.799,7,-4.684,1,0.0365,0.233,0.0,0.392,0.309,150.112
0lBQTlHI9eMnhGyYeVT5yn,Wait a Little Longer Please Jesus,17592,honky-tonk,178573,False,E Major,4,0.425,0.472,4,-8.831,1,0.0314,0.242,0.000353,0.439,0.798,155.703
05tn6MGYoFRaXPYQpZmPcc,Faceless,40494,grunge,203520,False,B Minor,4,0.293,0.904,11,-4.155,0,0.0736,1.92e-05,0.0,0.103,0.294,172.168
1RdD6om9qJgYyCyVT5OdKe,Quiero Volver A Enamorarte,32314,salsa,259522,False,C Major,4,0.738,0.806,0,-6.383,1,0.0467,0.582,0.0246,0.113,0.646,100.084
7DCQIOmpGV4nkHx7DQckJS,Bloom Later,72,alternative,160306,False,C Major,3,0.513,0.318,0,-10.451,1,0.0314,0.796,0.0,0.177,0.249,81.923
2tPzQueGEjxjmBvJrYe02u,Lonely (with Chandler Leighton),1533,dub,270967,False,A Major,4,0.451,0.402,9,-4.63,1,0.0286,0.597,3.77e-06,0.294,0.129,92.93
3cK0Dgd5sxAVzUGHwMHc4p,Gabriellas sång,35907,opera,215808,False,A#/Bb Major,4,0.306,0.308,10,-7.94,1,0.0308,0.87,0.0,0.15,0.189,82.928
39hqQ6Tko2I2PkQcCAhGoB,A Beautiful Thing,34153,new-age,291967,False,F Major,4,0.328,0.168,5,-23.253,1,0.0555,0.995,0.904,0.08,0.0895,96.467
2GzvzxXnyJ9l3obE4JskC2,I Like Me Better,43316,acoustic,189673,False,A#/Bb Major,4,0.449,0.209,10,-14.494,1,0.0896,0.896,0.0,0.156,0.431,93.618
2RLlm4IZdPdbnnT3lHNSBs,永不想您,46113,cantopop,273106,False,G Major,4,0.631,0.252,7,-16.033,1,0.0371,0.673,2.27e-05,0.0855,0.194,132.384
1z7pHc4ujzaZn4QvLvOTu2,missing us,43953,chill,134507,False,D Major,4,0.643,0.34,2,-13.689,1,0.118,0.943,0.911,0.665,0.217,75.99
6qFDQW9hofXew3ifd8Qa4O,Indiferença / Está Noite Foi Maravilhosa / Não Olhe Assim / Meiga Senhorita,33075,forro,415205,False,D Major,4,0.922,0.671,2,-4.844,1,0.043,0.0873,0.0,0.255,0.96,127.988
38HJPjSt9z5aCU69hjniD2,Kattu Vannu,19819,malay,282000,False,E Major,4,0.521,0.685,4,-9.207,1,0.0957,0.581,0.0297,0.103,0.295,140.003
6yarAr1tEorcYyfUMXSjOS,"Main Title: James And The Giant Peach - From ""James and the Giant Peach"" / Score",19027,disney,37026,False,A Major,3,0.233,0.139,9,-26.294,1,0.052,0.905,0.0304,0.0621,0.104,129.947
69Xh9zLOQRcQaxniL1caJT,Página de Amigos,29969,folk,195744,False,A#/Bb Major,4,0.662,0.72,10,-5.233,1,0.0427,0.246,0.0,0.0719,0.876,160.191
358JzXANgj0LSRMbmPkoJZ,Paper Unicorn,18782,idm,164288,False,D Minor,3,0.436,0.383,2,-14.495,0,0.0279,0.114,0.953,0.0978,0.0495,98.019
6r0WuK50Lpu9u460x84oBn,God of Revival - Live,31240,world-music,515387,False,C#/Db Major,4,0.36,0.608,1,-7.811,1,0.0309,0.065,0.0,0.43,0.21,144.004
3FJZkKGFtR7rizQP5vCc8P,Wild Bill Jones,39994,bluegrass,203893,False,E Major,4,0.627,0.338,4,-13.848,1,0.0304,0.58,0.0015,0.108,0.799,104.168
0aXJCSVfxcelUqmFhlUNeN,Hon är en runaway,17002,goth,289560,False,C Major,4,0.42,0.786,0,-5.28,1,0.0337,0.00209,2.7e-05,0.143,0.687,120.083
4dPVmeisPfQrLcjx0Wz1KW,JoJo Pose,19188,anime,105333,True,C#/Db Major,4,0.781,0.533,1,-9.215,1,0.302,0.0366,0.0,0.597,0.326,133.967
7dzjhSeukXSHjXDgaogzMe,Afiches (with Atilio Stampone y su Orquesta Tipica),12320,tango,185413,False,C Major,4,0.415,0.312,0,-9.239,1,0.0465,0.96,0.0148,0.143,0.476,82.36
5vFNjfuWtxZ4H5qO0azSUL,I Will,23733,j-pop,267054,False,F Minor,4,0.453,0.576,5,-8.582,0,0.0445,0.632,0.000818,0.0906,0.341,139.947
3RuIhrs6JiJOBQDLtqiJXs,Crying Days - 2000,8512,black-metal,271760,False,F#/Gb Minor,4,0.467,0.643,6,-4.501,0,0.0328,0.000542,0.0405,0.334,0.153,120.064
3fRsh1JrJH0Mq2U7bIvVDz,Dark Triads,9872,club,194641,False,D Minor,4,0.43,0.909,2,-7.091,0,0.0322,0.00183,0.781,0.32,0.135,102.007
1jQwvKLHvS0HGbPNLKPgH5,Nah Tell Yuh,25489,j-dance,166373,True,C#/Db Major,5,0.492,0.818,1,-6.253,1,0.332,0.441,0.0,0.125,0.691,132.824
2yQ5Ni8Z126C7OS3tYQNeO,Is,21503,iranian,192219,False,G Major,4,0.136,0.586,7,-18.192,1,0.0631,0.137,0.765,0.385,0.0924,88.376
7G3SiHyxhJ2pm1oewL1GDG,多情,5000,cantopop,249000,False,A#/Bb Major,4,0.617,0.517,10,-8.579,1,0.0358,0.765,0.0,0.133,0.369,128.207
02xRKYZ1jY4B6utPa59qSf,tired of california,44224,electro,190800,False,F#/Gb Minor,4,0.712,0.731,6,-6.313,0,0.0402,0.228,0.0,0.372,0.638,92.014
2QPsSz93LEg9KbCkQdQyUo,Casas Viejas,36334,tango,231666,False,C#/Db Major,4,0.567,0.271,1,-8.995,1,0.0615,0.969,0.0,0.0858,0.579,117.656
3f3dwmSjblge9Bq5RL2v8Q,Zamba de la Bailarina - En Vivo,11963,folk,176493,False,G Major,3,0.565,0.672,7,-8.064,1,0.0566,0.652,0.0,0.762,0.548,108.299
3fntRsNJJClNeiggls3B88,Schere Stein paar Bier (Schnick Schnack Schluck),4448,party,183698,False,G Minor,4,0.688,0.983,7,-3.336,0,0.0989,0.0309,1.2e-06,0.807,0.713,145.966
1giYZTqlSKHv7CTIyw0A6E,GOD Will Provide,14423,detroit-techno,412680,False,C#/Db Minor,4,0.808,0.779,1,-7.1,0,0.0546,0.00205,0.936,0.0467,0.991,122.005
47ZCnLYouAI0l1g0HJIrFp,Christmas In My Heart,19170,german,288440,False,A Minor,4,0.649,0.517,9,-5.227,0,0.0273,0.54,0.0,0.0601,0.185,119.968
0dmpwMBncOCLnwrV3TgliU,"Why We Build the Wall (""Behind closed doors..."") [Outro]",42430,show-tunes,57212,False,D Minor,3,0.407,0.288,2,-11.714,0,0.046,0.817,5.53e-06,0.0677,0.356,85.255
1dvlY1iYFNgO7SFWRGHB3x,Pegao,15852,reggae,234546,False,D#/Eb Major,4,0.792,0.804,3,-4.752,1,0.259,0.537,0.0,0.342,0.807,96.041
4BH2vJE3TPNNksq39IWXLF,Peaceful Rain on Window,30391,sleep,201688,False,G#/Ab Major,4,0.469,0.921,8,-14.928,1,0.0779,0.768,0.528,0.397,0.0623,113.422
1A8MSKt4LxFlxIInXNE9dq,The Music of the Night from Phantom of the Opera - Instrumental,15445,show-tunes,216866,False,C#/Db Major,5,0.0967,0.103,1,-18.44,1,0.0428,0.957,0.839,0.0999,0.0392,76.436
7GSjLpzfohM3HXz2PxS4fX,El Burrito De Belén,42936,latin,190826,False,B Major,4,0.679,0.926,11,-3.834,1,0.0612,0.118,0.0,0.302,0.934,179.941
797ikuM3k4gkjaxStQnxgW,Africa Nossa (with Ismaël Lô),31622,world-music,232146,False,G Major,4,0.804,0.854,7,-7.937,1,0.0487,0.611,8.31e-05,0.395,0.841,104.004
0q3EESBtkgKYt3IpTdAlGz,Lifestyle,24055,j-dance,188041,False,D Major,4,0.496,0.856,2,-4.196,1,0.218,0.287,0.0,0.524,0.307,96.994
4zLNjhQpR97oTZes5syc1I,Winter Wonderland,7530,rock,143226,False,C Major,4,0.684,0.491,0,-7.655,1,0.0361,0.71,0.0,0.144,0.4,117.916
11p3Oa6Rl0GOvkPBmOIC4b,情歌,46357,mandopop,256733,False,D Major,4,0.433,0.337,2,-9.992,1,0.0512,0.0226,0.00212,0.112,0.208,133.564
6QIsM1H90Py6qr0S8c5Hd4,State Of Emergency,12661,happy,347546,False,E Major,4,0.541,0.99,4,-8.306,1,0.108,0.00239,0.00998,0.512,0.145,156.012
07tP5JoYUg5pRNv9dFw9Xd,Foragt,21884,black-metal,690677,False,C Major,4,0.219,0.754,0,-8.674,1,0.0608,7.98e-06,0.891,0.23,0.117,175.092
6bmvMA7rRRVSnmyJqCRbGw,Hallo Mama! Hallo Papa!,31635,children,153400,False,C Major,4,0.743,0.249,0,-15.93,1,0.486,0.527,0.0,0.647,0.755,112.906
12TXrA3fJOsiitu5o3Ry6z,Gta Vice City Theme,15537,heavy-metal,215334,False,D Major,4,0.576,0.783,2,-10.575,1,0.0367,0.00292,0.843,0.0774,0.407,122.018
1YSPIHUt1JiN9H1GcgH8Ce,Cuando Suba La Marea,15778,spanish,265213,False,G#/Ab Major,4,0.634,0.643,8,-5.177,1,0.0271,0.386,9.61e-05,0.109,0.409,115.997
2p2g2WNzteooTZuwsoHJVQ,Industrial Fan Rest Sound,13067,sleep,153456,False,B Major,3,0.173,0.447,11,-19.182,1,0.0523,0.898,0.204,0.256,0.000885,113.693
7h4xaTfQLT5LWBMGCiHWPY,Turkey - Original Mix,39877,deep-house,341057,False,A Minor,4,0.772,0.322,9,-14.619,0,0.0535,0.195,0.83,0.0942,0.237,120.0
2d8JP84HNLKhmd6IYOoupQ,Trap Queen,13357,j-dance,222093,True,G Major,4,0.746,0.873,7,-3.803,1,0.128,0.0244,0.0,0.354,0.817,148.075
4erBXGn60rrXPeolhzbEzx,Toxic Kiss,29176,grindcore,55973,False,A Minor,4,0.196,0.998,9,-0.921,0,0.0816,0.0022,0.0,0.441,0.027,110.118
3U6726RPDdw6JshdT9fGFM,Way Down We Go,30949,indie,213706,False,A#/Bb Minor,4,0.492,0.506,10,-8.022,0,0.118,0.58,0.00032,0.104,0.338,163.522
2TDVIt8rGuXEN6IvMIy5iW,Issues - Acoustic,48,acoustic,189732,False,F#/Gb Major,4,0.627,0.307,6,-6.994,1,0.0313,0.742,0.0,0.106,0.471,104.669
6Pg4rb8siscryBP7et3wbX,Saci (Remix),32171,afrobeat,183779,False,B Minor,4,0.974,0.922,11,-3.983,0,0.174,0.0974,1.08e-06,0.0978,0.657,127.989
6cizVFGlltGNLUlNPp0S5T,夏がきたら,45071,disney,118026,False,A#/Bb Major,4,0.717,0.522,10,-7.295,1,0.156,0.572,0.0,0.368,0.45,106.51
61f7OTlfrjrZqZc8YZtNGd,Real Life (Mixed),8660,dancehall,124000,True,C Major,3,0.437,0.592,0,-9.726,1,0.299,0.181,6.45e-06,0.331,0.632,75.493
0GdvuRCPThuv4SYVaiw8ca,I´m Shipping Up To Boston,16905,death-metal,170253,False,C Major,3,0.334,0.973,0,-3.454,1,0.09,2.48e-05,0.482,0.127,0.228,99.393
5QI7dW354oDl3EwjF53O8K,i still miss u,43823,chill,196000,False,D#/Eb Major,4,0.635,0.385,3,-9.99,1,0.0439,0.625,0.0,0.771,0.0995,60.042
5MOrJF7L5gc0R9c0RO5xzx,Me&Youphoria,23653,trip-hop,281119,False,D Minor,4,0.457,0.849,2,-6.567,0,0.0344,0.00127,0.122,0.187,0.412,105.006
0W8kqSeVMgNd7gXcvpRoPR,Definitívamente,2226,salsa,283400,False,G Major,4,0.721,0.639,7,-7.193,1,0.0536,0.378,0.0,0.0452,0.698,86.084
5lyltDegA44AENqLENhMye,Conversando Com o Abajur,8338,sertanejo,183737,False,A#/Bb Major,4,0.698,0.666,10,-4.511,1,0.033,0.575,0.0,0.0902,0.714,114.872
6OHE5FN7U3py0MHxb8iZzY,Caught Up in Doing Wrong,21484,blues,252370,False,C Major,3,0.711,0.419,0,-6.353,1,0.145,0.294,0.00013,0.0622,0.592,188.597
3jnhlCruyDb86YN87NDzmJ,Once Upon a Dream,27304,new-age,235333,False,G#/Ab Major,3,0.293,0.144,8,-18.288,1,0.0422,0.988,0.872,0.164,0.219,76.996
1Yn9QV55OP5E5Ix8HBxehr,Hold Me Close,16864,drum-and-bass,250000,False,G#/Ab Major,4,0.435,0.933,8,-3.624,1,0.17,9.87e-05,0.395,0.508,0.167,172.035
1sLotMFghANlkVzI4ln2uW,Rumbapop,31847,spanish,158857,False,A Minor,4,0.697,0.642,9,-6.205,0,0.0617,0.0498,0.0,0.436,0.948,105.138
2jz3CiLG3MLOqZ9gOv6z1A,Frosty The Snowman,16956,jazz,131733,False,G#/Ab Major,4,0.579,0.502,8,-7.57,1,0.0513,0.733,0.0,0.281,0.836,76.783
0NhJhiXqLYgc08HJwFYakH,My Lie,38850,death-metal,230213,False,F Minor,4,0.464,0.966,5,-5.561,0,0.0828,3.37e-05,0.00661,0.0535,0.453,92.596
2M7TryK4fZeGW0NMphO1Jp,Because We Believe,34,opera,275480,False,C#/Db Major,3,0.228,0.462,1,-8.604,1,0.0337,0.481,0.000282,0.0935,0.128,168.041
1T94tcUfe2X74nriMCAWQa,While My Guitar Gently Weeps,16409,blues,315666,False,G Major,4,0.431,0.666,7,-11.141,1,0.0337,0.00151,0.00213,0.0527,0.619,134.777
0ptjIq1XKNYBtfjzXQ3dXE,Clearest Blue,12589,synth-pop,233769,False,C#/Db Major,4,0.647,0.827,1,-5.865,1,0.0328,0.0171,0.0025,0.0656,0.157,123.025
1ZKGuxPtrNMvfRdI4dxAGW,Sabrás,32170,salsa,248622,False,E Minor,4,0.719,0.816,4,-5.942,0,0.0407,0.549,3.42e-06,0.186,0.872,167.014
1Dww8WMEA5C9jp01ILGzzW,"Dekha Hai Pehli Baar (From ""Saajan"")",25078,k-pop,373186,False,A Minor,3,0.329,0.515,9,-11.252,0,0.0431,0.196,3.13e-06,0.0512,0.961,176.143
6NHRWtAQTtCELvv3h0pGYq,DMT,8914,trance,450206,False,F#/Gb Major,4,0.626,0.955,6,-6.072,1,0.0602,0.000162,0.824,0.326,0.377,145.008
5hYirmwaIUUGTFwmJl1WXM,Creep,8582,deep-house,174998,False,D Major,4,0.654,0.576,2,-9.737,1,0.0354,0.0149,0.103,0.114,0.662,124.993
55HOjqIYabSrsIkD5dvzrC,Que Sorte A Nossa - Na Praia / Ao Vivo,25409,sertanejo,221346,False,G Major,4,0.38,0.724,7,-4.318,1,0.0411,0.303,0.0,0.921,0.416,93.979
0cmWM5uuQJCzRJbBegi0p1,Nevěřim na lásku,25847,emo,155474,True,D Major,4,0.775,0.862,2,-5.341,1,0.137,0.224,0.0,0.334,0.454,99.999
0vj6E1gDIeIMSh4Eyvyv62,Hurricane Season,17342,study,119500,False,G Minor,4,0.592,0.451,7,-6.854,0,0.08,0.428,0.835,0.0987,0.204,176.191
